"","MONTH","OP_CARRIER","ORIGIN","DEP_DELAY"
"884",1,"WN","PDX",-1
"885",1,"WN","PDX",4
"886",1,"WN","PDX",-5
"887",1,"WN","PDX",-5
"888",1,"WN","PDX",0
"889",1,"WN","PDX",1
"890",1,"WN","PDX",-3
"891",1,"WN","PDX",-7
"892",1,"WN","PDX",-1
"893",1,"WN","PDX",-1
"894",1,"WN","PDX",-2
"895",1,"WN","PDX",1
"896",1,"WN","PDX",6
"897",1,"WN","PDX",-4
"898",1,"WN","PDX",-2
"899",1,"WN","PDX",-3
"900",1,"WN","PDX",-1
"901",1,"WN","PDX",-1
"902",1,"WN","PDX",1
"903",1,"WN","PDX",7
"904",1,"WN","PDX",3
"905",1,"WN","PDX",-1
"906",1,"WN","PDX",2
"907",1,"WN","PDX",3
"908",1,"WN","PDX",-1
"909",1,"WN","PDX",-4
"910",1,"WN","PDX",-6
"911",1,"WN","PDX",0
"912",1,"WN","PDX",-1
"913",1,"WN","PDX",-1
"914",1,"WN","PDX",0
"915",1,"WN","PDX",24
"916",1,"WN","PDX",-1
"917",1,"WN","PDX",2
"918",1,"WN","PDX",-5
"919",1,"WN","PDX",-4
"920",1,"WN","PDX",-3
"921",1,"WN","PDX",-2
"922",1,"WN","PDX",-5
"923",1,"WN","PDX",-5
"924",1,"WN","PDX",-5
"925",1,"WN","PDX",-3
"926",1,"WN","PDX",-2
"927",1,"WN","PDX",15
"928",1,"WN","PDX",23
